Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,
12/29/2013,29,December,2013,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
10/15/2013,15,October,2013,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/26/2013,26,September,2013,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/11/2013,11,August,2013,56,Adults (35-64),M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/8/2013,8,October,2013,54,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/3/2013,3,October,2013,53,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/7/2013,7,September,2013,53,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/10/2013,10,December,2013,52,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
9/30/2013,30,September,2013,50,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
11/22/2013,22,November,2013,48,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/2/2013,2,December,2013,59,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/4/2013,4,October,2013,19,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/17/2013,17,August,2013,43,Adults (35-64),F,France,Moselle,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/1/2013,1,December,2013,43,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/4/2013,4,November,2013,42,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/18/2013,18,September,2013,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/24/2013,24,November,2013,53,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/3/2013,3,October,2013,44,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/17/2013,17,September,2013,30,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
7/9/2013,9,July,2013,31,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/27/2013,27,October,2013,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/14/2013,14,November,2013,35,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/7/2013,7,November,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
12/13/2013,13,December,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
12/31/2013,31,December,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
10/11/2013,11,October,2013,45,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
12/1/2013,1,December,2013,45,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
11/12/2013,12,November,2013,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
7/20/2013,20,July,2013,42,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/11/2013,11,September,2013,43,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
8/8/2013,8,August,2013,40,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/23/2013,23,September,2013,40,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/20/2013,20,September,2013,42,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/13/2013,13,September,2013,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
9/27/2013,27,September,2013,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
10/15/2013,15,October,2013,22,Youth (<25),M,France,Essonne,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
9/12/2013,12,September,2013,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
12/15/2013,15,December,2013,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
11/19/2013,19,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/24/2013,24,September,2013,58,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
8/5/2013,5,August,2013,25,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
10/31/2013,31,October,2013,43,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
8/13/2013,13,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
10/5/2013,5,October,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
9/21/2013,21,September,2013,30,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/24/2013,24,August,2013,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/4/2013,4,November,2013,31,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
12/23/2013,23,December,2013,27,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
11/13/2013,13,November,2013,66,Seniors (64+),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/4/2013,4,December,2013,19,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
12/14/2013,14,December,2013,48,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
7/3/2013,3,July,2013,22,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/24/2013,24,November,2013,23,Youth (<25),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/8/2013,8,December,2013,26,Young Adults (25-34),M,Australia,South Australia,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
8/17/2013,17,August,2013,56,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/7/2013,7,November,2013,49,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/30/2013,30,November,2013,49,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/27/2013,27,August,2013,64,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/2/2013,2,October,2013,64,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/7/2013,7,October,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/7/2013,7,November,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/31/2013,31,December,2013,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/30/2013,30,August,2013,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/2/2013,2,August,2013,36,Adults (35-64),M,France,Yveline,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
10/22/2013,22,October,2013,53,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/30/2013,30,September,2013,49,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
11/28/2013,28,November,2013,23,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/19/2013,19,December,2013,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
8/1/2013,1,August,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/6/2013,6,September,2013,57,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
10/29/2013,29,October,2013,42,Adults (35-64),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/2/2013,2,September,2013,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/24/2013,24,October,2013,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/18/2013,18,October,2013,40,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/19/2013,19,October,2013,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/22/2013,22,October,2013,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/17/2013,17,November,2013,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/13/2013,13,December,2013,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/28/2013,28,August,2013,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
11/10/2013,10,November,2013,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
12/11/2013,11,December,2013,17,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/16/2013,16,August,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
7/25/2013,25,July,2013,24,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/3/2013,3,November,2013,43,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/4/2013,4,December,2013,33,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
11/1/2013,1,November,2013,18,Youth (<25),M,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
8/17/2013,17,August,2013,45,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
10/6/2013,6,October,2013,44,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/29/2013,29,November,2013,43,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
9/3/2013,3,September,2013,45,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
11/2/2013,2,November,2013,45,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
11/17/2013,17,November,2013,49,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/13/2013,13,November,2013,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
9/3/2013,3,September,2013,61,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/22/2013,22,August,2013,61,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/22/2013,22,November,2013,48,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/26/2013,26,October,2013,23,Youth (<25),F,Australia,South Australia,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
8/24/2013,24,August,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/10/2013,10,October,2013,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
7/24/2013,24,July,2013,42,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/4/2013,4,December,2013,54,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/24/2013,24,August,2013,81,Seniors (64+),F,Germany,Hessen,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/23/2013,23,October,2013,41,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/18/2013,18,September,2013,36,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/15/2013,15,September,2013,30,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire,10,$11 ,$29 ,$180 ,$110 ,$290 ,
12/14/2013,14,December,2013,30,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/21/2013,21,August,2013,33,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/24/2013,24,December,2013,37,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
9/6/2013,6,September,2013,23,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
11/6/2013,6,November,2013,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
11/11/2013,11,November,2013,34,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/31/2013,31,December,2013,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/13/2013,13,December,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
8/30/2013,30,August,2013,48,Adults (35-64),M,Australia,South Australia,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
10/21/2013,21,October,2013,48,Adults (35-64),M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/19/2013,19,September,2013,46,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/11/2013,11,August,2013,50,Adults (35-64),M,France,Loir et Cher,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
9/29/2013,29,September,2013,24,Youth (<25),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/4/2013,4,December,2013,39,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/13/2013,13,December,2013,27,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/28/2013,28,September,2013,21,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/17/2013,17,October,2013,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
9/11/2013,11,September,2013,29,Young Adults (25-34),F,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/15/2013,15,November,2013,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,10,$12 ,$33 ,$210 ,$120 ,$330 ,
10/11/2013,11,October,2013,40,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/30/2013,30,September,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/12/2013,12,November,2013,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/25/2013,25,August,2013,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/25/2013,25,October,2013,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
11/2/2013,2,November,2013,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/29/2013,29,October,2013,41,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
8/23/2013,23,August,2013,18,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
9/4/2013,4,September,2013,36,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/8/2013,8,October,2013,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/4/2013,4,December,2013,33,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
9/16/2013,16,September,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/19/2013,19,December,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,10,$9 ,$25 ,$160 ,$90 ,$250 ,
7/7/2013,7,July,2013,37,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
7/24/2013,24,July,2013,44,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/29/2013,29,December,2013,56,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
10/28/2013,28,October,2013,38,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
12/15/2013,15,December,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,10,$1 ,$4 ,$30 ,$10 ,$40 ,
12/10/2013,10,December,2013,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
8/25/2013,25,August,2013,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/19/2013,19,October,2013,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/24/2013,24,September,2013,41,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
10/2/2013,2,October,2013,22,Youth (<25),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,10,$13 ,$35 ,$220 ,$130 ,$350 ,
9/14/2013,14,September,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
12/30/2013,30,December,2013,24,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/28/2013,28,November,2013,27,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
11/5/2013,5,November,2013,40,Adults (35-64),M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
8/29/2013,29,August,2013,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
9/13/2013,13,September,2013,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
12/14/2013,14,December,2013,37,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
10/20/2013,20,October,2013,41,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,$1 ,$2 ,$10 ,$10 ,$20 ,
9/27/2013,27,September,2013,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,10,$11 ,$30 ,$190 ,$110 ,$300 ,
10/21/2013,21,October,2013,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,10,$2 ,$5 ,$30 ,$20 ,$50 ,
